timestamp,symbol,cash,position,close,equity,target_position
2026-03-19,RELIANCE.NS,100000.0,0,1384.800048828125,100000.0,0.0
2026-03-20,RELIANCE.NS,100000.0,0,1414.4000244140625,100000.0,0.0
2026-03-23,RELIANCE.NS,100000.0,0,1407.800048828125,100000.0,0.0
2026-03-24,RELIANCE.NS,100000.0,0,1411.800048828125,100000.0,0.0
2026-03-25,RELIANCE.NS,100000.0,0,1413.0999755859375,100000.0,0.0
2026-03-27,RELIANCE.NS,100000.0,0,1348.0999755859375,100000.0,0.0
2026-03-30,RELIANCE.NS,100000.0,0,1343.9000244140625,100000.0,0.0
2026-04-01,RELIANCE.NS,100000.0,0,1369.199951171875,100000.0,0.0
2026-04-02,RELIANCE.NS,100000.0,0,1350.5,100000.0,0.0
2026-04-06,RELIANCE.NS,100000.0,0,1304.699951171875,100000.0,0.0
2026-04-07,RELIANCE.NS,100000.0,0,1304.5999755859375,100000.0,0.0
2026-04-08,RELIANCE.NS,100000.0,0,1347.800048828125,100000.0,0.0
2026-04-09,RELIANCE.NS,100000.0,0,1330.0,100000.0,0.0
2026-04-10,RELIANCE.NS,100000.0,0,1350.199951171875,100000.0,0.0
2026-04-13,RELIANCE.NS,100000.0,0,1315.0999755859375,100000.0,0.0
2026-04-15,RELIANCE.NS,100000.0,0,1344.0999755859375,100000.0,0.0
2026-04-16,RELIANCE.NS,100000.0,0,1343.300048828125,100000.0,0.0
2026-04-17,RELIANCE.NS,100000.0,0,1365.0,100000.0,0.0
2026-04-20,RELIANCE.NS,100000.0,0,1363.300048828125,100000.0,0.0
2026-04-21,RELIANCE.NS,100000.0,0,1353.300048828125,100000.0,0.0
2026-04-22,RELIANCE.NS,100000.0,0,1362.0999755859375,100000.0,0.0
2026-04-23,RELIANCE.NS,100000.0,0,1343.4000244140625,100000.0,0.0
2026-04-24,RELIANCE.NS,100000.0,0,1327.800048828125,100000.0,0.0
2026-04-27,RELIANCE.NS,100000.0,0,1365.800048828125,100000.0,0.0
2026-04-28,RELIANCE.NS,100000.0,0,1388.9000244140625,100000.0,0.0
2026-04-29,RELIANCE.NS,100000.0,0,1425.4000244140625,100000.0,0.0
2026-04-30,RELIANCE.NS,100000.0,0,1430.800048828125,100000.0,0.0
2026-05-01,RELIANCE.NS,100000.0,0,1430.800048828125,100000.0,0.0
2026-05-04,RELIANCE.NS,100000.0,0,1463.0999755859375,100000.0,0.0
2026-05-05,RELIANCE.NS,81012.07718634194,13,1463.5999755859375,100038.87686895912,1.0
2026-05-06,RELIANCE.NS,81012.07718634194,13,1437.9000244140625,99704.77750372475,1.0
2026-05-07,RELIANCE.NS,81012.07718634194,13,1436.199951171875,99682.67655157631,1.0
2026-05-08,RELIANCE.NS,81012.07718634194,13,1435.199951171875,99669.67655157631,1.0
2026-05-11,RELIANCE.NS,81012.07718634194,13,1388.199951171875,99058.67655157631,1.0
2026-05-12,RELIANCE.NS,81012.07718634194,13,1364.0,98744.07718634194,1.0
2026-05-13,RELIANCE.NS,81012.07718634194,13,1358.800048828125,98676.47782110756,1.0
2026-05-14,RELIANCE.NS,81012.07718634194,13,1361.800048828125,98715.47782110756,1.0
2026-05-15,RELIANCE.NS,81012.07718634194,13,1336.4000244140625,98385.27750372475,1.0
2026-05-18,RELIANCE.NS,81012.07718634194,13,1335.9000244140625,98378.77750372475,1.0
2026-05-19,RELIANCE.NS,81012.07718634194,13,1322.699951171875,98207.17655157631,1.0
2026-05-20,RELIANCE.NS,98144.25116164268,0,1359.699951171875,98144.25116164268,0.0
2026-05-21,RELIANCE.NS,98144.25116164268,0,1349.5999755859375,98144.25116164268,0.0
2026-05-22,RELIANCE.NS,98144.25116164268,0,1354.5,98144.25116164268,0.0
2026-05-25,RELIANCE.NS,98144.25116164268,0,1367.0,98144.25116164268,0.0
2026-05-26,RELIANCE.NS,98144.25116164268,0,1356.300048828125,98144.25116164268,0.0
2026-05-27,RELIANCE.NS,98144.25116164268,0,1350.5,98144.25116164268,0.0
2026-05-28,RELIANCE.NS,98144.25116164268,0,1350.5,98144.25116164268,0.0
2026-05-29,RELIANCE.NS,98144.25116164268,0,1321.199951171875,98144.25116164268,0.0
2026-06-01,RELIANCE.NS,98144.25116164268,0,1320.0,98144.25116164268,0.0
2026-06-02,RELIANCE.NS,98144.25116164268,0,1314.5999755859375,98144.25116164268,0.0
2026-06-03,RELIANCE.NS,98144.25116164268,0,1313.199951171875,98144.25116164268,0.0
2026-06-04,RELIANCE.NS,98144.25116164268,0,1303.699951171875,98144.25116164268,0.0
2026-06-05,RELIANCE.NS,98144.25116164268,0,1291.0,98144.25116164268,0.0
2026-06-08,RELIANCE.NS,98144.25116164268,0,1263.300048828125,98144.25116164268,0.0
2026-06-09,RELIANCE.NS,98144.25116164268,0,1269.199951171875,98144.25116164268,0.0
2026-06-10,RELIANCE.NS,98144.25116164268,0,1258.800048828125,98144.25116164268,0.0
2026-06-11,RELIANCE.NS,98144.25116164268,0,1263.0,98144.25116164268,0.0
2026-06-12,RELIANCE.NS,98144.25116164268,0,1293.0,98144.25116164268,0.0
2026-06-15,RELIANCE.NS,98144.25116164268,0,1307.0,98144.25116164268,0.0
2026-06-16,RELIANCE.NS,98144.25116164268,0,1328.800048828125,98144.25116164268,0.0
2026-06-17,RELIANCE.NS,98144.25116164268,0,1332.699951171875,98144.25116164268,0.0
2026-06-18,RELIANCE.NS,98144.25116164268,0,1328.0999755859375,98144.25116164268,0.0
2026-06-19,RELIANCE.NS,98144.25116164268,0,1309.5,98144.25116164268,0.0
